,AB,AD,AH,AN,AP,BA,BC,BF,BH,BI,BK,BL,BN,BR,BS,BT,BW,C1,C2,CA,CB,CE,CG,CH,CM,CN,CO,CR,CS,CU
WW,"8 min
650 m","3 min
240 m","13 min
1.1 km","9 min
750 m","10 min
800 m","11 min
850 m","9 min
750 m","9 min
750 m","13 min
1.1 km","14 min
1.1 km","6 min
500 m","2 min
140 m","6 min
450 m","13 min
1.0 km","14 min
1.1 km","11 min
850 m","12 min
950 m","15 min
1.2 km","15 min
1.2 km","3 min
270 m","17 min
1.3 km",False,"12 min
1.0 km","9 min
750 m",False,"26 min
2.2 km","1 min
86 m","12 min
950 m","1 min
58 m","10 min
800 m"
